Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student1589,F,75,Enjoyed the lectures?,7,34
Student1590,M,75,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",9,45
Student1591,M,91,I find the Data Science course material engaging and relevant.?,3,19
Student1592,F,79,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",1,6
Student1593,F,80,"The Data Science course content is comprehensive and well-structured.,",13,64
Student1594,M,83,I am enjoying learning about Data Science and its applications.:,9,48
Student1595,F,81,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,14,73
Student1596,M,94,The instructor explanations in Data Science lectures are clear and easy to understand.!,5,20
Student1597,F,89,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",5,24
Student1598,F,87,Interesting topics;,3,11
Student1599,M,93,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ?",13,63
Student1600,M,91,"Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.,",8,45
Student1601,F,100,"I find the practical exercises in Data Science very helpful.,",8,41
Student1602,F,84,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,1,9
Student1603,F,100,Too much theory;,15,75
Student1604,F,79,I would like more resources for self-study in Data Science.;,4,21
Student1605,M,70,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.!",6,27
Student1606,M,84,Great course!?,9,44
Student1607,F,91,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",2,10
Student1608,M,71,Interesting topics!,7,40
Student1609,F,89,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",10,50
Student1610,F,71,"I appreciate the guest lectures by industry professionals in the Data Science course.,",1,5
Student1611,F,73,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",10,53
Student1612,M,92,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. :,4,20
Student1613,M,93,"Too much theory,",10,46
Student1614,M,83,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",11,58
Student1615,M,88,"The Data Science lab sessions provide valuable hands-on experience.,",15,73
Student1616,F,83,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",15,76
Student1617,F,82,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ?",15,75
Student1618,M,70,I am enjoying learning about Data Science and its applications.:,12,63
Student1619,F,79,Too much theory!,7,39
Student1620,M,100,"The Data Science lab sessions provide valuable hands-on experience.,",3,12
Student1621,M,83,I wish there were more interactive sessions in the Data Science course.;,3,17
Student1622,M,86,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.;,15,74
Student1623,M,95,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",4,20
Student1624,F,85,"I wish there were more interactive sessions in the Data Science course.,",8,37
Student1625,F,84,"Great course!,",14,67
Student1626,F,80,The Data Science course content is comprehensive and well-structured.:,3,16
Student1627,M,92,"I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ,",8,40
Student1628,M,100,Great course!!,10,46
Student1629,F,81,The instructor explanations in Data Science lectures are clear and easy to understand.;,9,49
Student1630,F,70,The Data Science course content is comprehensive and well-structured.:,12,62
Student1631,M,72,Too much theory!,8,39
Student1632,F,80,"Needs more practical sessions,",15,76
Student1633,M,90,"I appreciate the guest lectures by industry professionals in the Data Science course.,",8,37
Student1634,M,80,Enjoyed the lectures!,9,49
Student1635,F,74,I appreciate the guest lectures by industry professionals in the Data Science course.:,4,19
Student1636,F,84,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",12,57
Student1637,M,96,I would like more resources for self-study in Data Science.?,3,12
Student1638,F,100,The instructor explanations in Data Science lectures are clear and easy to understand.?,8,35
Student1639,M,89,The Data Science lab sessions provide valuable hands-on experience.:,1,10
Student1640,F,93,The instructor explanations in Data Science lectures are clear and easy to understand.:,14,67
Student1641,M,85,"I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ,",15,76
Student1642,M,72,I wish there were more interactive sessions in the Data Science course.!,10,55
Student1643,M,77,The Data Science assignments are challenging but rewarding.;,1,8
Student1644,F,85,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ?",4,15
Student1645,F,85,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,10,48
Student1646,F,91,I find the practical exercises in Data Science very helpful.!,3,19
Student1647,F,73,"The Data Science assignments are challenging but rewarding.,",10,51
Student1648,F,95,Needs more practical sessions!,2,10
Student1649,F,96,Enjoyed the lectures:,9,43
Student1650,M,84,I find the practical exercises in Data Science very helpful.:,12,65
Student1651,M,88,The Data Science assignments are challenging but rewarding.:,12,57
Student1652,F,95,The instructor explanations in Data Science lectures are clear and easy to understand.;,12,60
Student1653,F,84,The Data Science lab sessions provide valuable hands-on experience.!,5,23
Student1654,M,82,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional !,3,14
Student1655,F,97,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",9,41
Student1656,F,79,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.!",8,43
Student1657,F,71,I wish there were more interactive sessions in the Data Science course.?,4,16
Student1658,M,75,"very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ,",10,48
Student1659,F,100,Needs more practical sessions?,5,27
Student1660,M,86,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",11,56
Student1661,F,95,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.!",12,58
Student1662,M,77,Too much theory!,5,27
Student1663,F,85,I find the practical exercises in Data Science very helpful.;,8,45
Student1664,F,98,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",7,35
Student1665,M,90,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",3,17
Student1666,M,82,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",6,28
Student1667,M,92,"Needs more practical sessions,",6,29
Student1668,F,97,"Needs more practical sessions,",2,8
Student1669,F,81,"I appreciate the guest lectures by industry professionals in the Data Science course.,",15,76
Student1670,M,85,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",13,63
Student1671,M,76,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",1,4
Student1672,F,96,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,7,38
Student1673,M,79,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",3,17
Student1674,M,75,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,5,21
Student1675,F,74,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,8,41
Student1676,M,87,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,5,21
Student1677,F,85,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",11,59
Student1678,M,100,Great course!?,5,22
Student1679,M,72,I find the Data Science course material engaging and relevant.:,5,20
Student1680,M,100,I would like more resources for self-study in Data Science.!,11,51
Student1681,M,72,"Too much theory,",7,32
Student1682,F,74,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ;,2,9
Student1683,M,71,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",14,70
Student1684,M,96,I am enjoying learning about Data Science and its applications.:,1,6
Student1685,M,70,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",11,54
Student1686,M,73,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",4,19
Student1687,M,79,I wish there were more interactive sessions in the Data Science course.;,5,30
Student1688,F,82,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",7,37
Student1689,F,72,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.:,1,0
Student1690,F,80,I find the Data Science course material engaging and relevant.?,9,48
Student1691,M,72,Needs more practical sessions;,11,52
Student1692,F,97,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional !,12,65
Student1693,M,79,"very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ,",12,60
Student1694,F,96,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.!",10,48
Student1695,F,91,Too much theory!,4,16
Student1696,M,97,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,6,30
Student1697,F,78,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",11,59
Student1698,M,95,The Data Science lab sessions provide valuable hands-on experience.?,1,7
Student1699,F,98,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",9,43
Student1700,M,79,The instructor explanations in Data Science lectures are clear and easy to understand.!,4,22
Student1701,M,96,I wish there were more interactive sessions in the Data Science course.?,5,26
Student1702,M,100,I am enjoying learning about Data Science and its applications.:,15,70
Student1703,M,82,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.?,8,39
Student1704,M,99,Interesting topics;,6,32
Student1705,M,87,"The Data Science lab sessions provide valuable hands-on experience.,",15,75
Student1706,F,90,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",10,53
Student1707,M,87,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional !,12,65
Student1708,F,91,Enjoyed the lectures!,14,71
Student1709,F,86,"I am enjoying learning about Data Science and its applications.,",3,11
Student1710,M,86,I am enjoying learning about Data Science and its applications.?,10,45
Student1711,M,94,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",8,43
Student1712,F,95,Great course!?,6,29
Student1713,F,74,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",12,56
Student1714,M,78,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",2,15
Student1715,M,81,"Too much theory,",5,23
Student1716,F,81,"I find the Data Science course material engaging and relevant.,",3,19
Student1717,F,93,"Interesting topics,",4,20
Student1718,F,94,Too much theory:,9,48
Student1719,M,94,The Data Science course content is comprehensive and well-structured.:,3,17
Student1720,M,93,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",5,25
Student1721,F,88,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",14,68
Student1722,F,76,I appreciate the guest lectures by industry professionals in the Data Science course.?,8,44
Student1723,M,89,The Data Science course content is comprehensive and well-structured.!,13,64
Student1724,F,93,"I would like more resources for self-study in Data Science.,",9,50
Student1725,M,92,Interesting topics?,7,40
Student1726,M,81,The Data Science course content is comprehensive and well-structured.?,11,53
Student1727,M,78,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.;,4,18
Student1728,F,77,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",9,47
Student1729,M,99,I find the practical exercises in Data Science very helpful.;,15,73
Student1730,M,88,"The Data Science course content is comprehensive and well-structured.,",12,65
Student1731,M,90,The instructor explanations in Data Science lectures are clear and easy to understand.!,2,7
Student1732,F,72,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.?,12,56
Student1733,F,80,Interesting topics;,2,14
Student1734,M,81,Too much theory;,4,15
Student1735,M,94,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,2,9
Student1736,F,86,The Data Science assignments are challenging but rewarding.:,3,13
Student1737,M,76,I wish there were more interactive sessions in the Data Science course.!,15,79
Student1738,F,94,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",5,28
Student1739,F,72,Great course!!,3,18
Student1740,F,76,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. :,1,10
Student1741,F,76,The Data Science lab sessions provide valuable hands-on experience.:,11,54
Student1742,M,96,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,3,14
Student1743,F,83,I appreciate the guest lectures by industry professionals in the Data Science course.;,13,65
Student1744,M,71,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",6,28
Student1745,M,85,I would like more resources for self-study in Data Science.:,3,15
Student1746,F,90,Enjoyed the lectures;,9,47
Student1747,F,79,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ?,3,14
Student1748,F,83,The Data Science lab sessions provide valuable hands-on experience.!,11,57
Student1749,F,98,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ?",3,17
Student1750,F,76,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",15,72
Student1751,M,71,Too much theory;,3,15
Student1752,F,95,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,5,20
Student1753,F,79,"The Data Science lab sessions provide valuable hands-on experience.,",7,34
Student1754,M,71,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ?,5,26
Student1755,F,96,I appreciate the guest lectures by industry professionals in the Data Science course.:,9,44
Student1756,M,82,Too much theory:,6,27
Student1757,F,91,I find the Data Science course material engaging and relevant.?,1,1
Student1758,M,71,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",9,41
Student1759,M,79,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",14,73
Student1760,F,83,The Data Science course content is comprehensive and well-structured.!,3,11
Student1761,F,86,Great course!?,8,41
Student1762,M,88,The Data Science assignments are challenging but rewarding.!,14,73
Student1763,F,81,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",12,57
Student1764,M,86,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ?,15,76
Student1765,M,75,"Enjoyed the lectures,",3,10
Student1766,M,73,"I would like more resources for self-study in Data Science.,",8,40
Student1767,M,71,Needs more practical sessions:,4,25
Student1768,M,98,The instructor explanations in Data Science lectures are clear and easy to understand.;,1,1
Student1769,F,84,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ?,11,59
Student1770,M,97,I am enjoying learning about Data Science and its applications.?,14,65
Student1771,F,92,I find the Data Science course material engaging and relevant.?,6,29
Student1772,F,92,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,7,35
Student1773,M,93,The Data Science assignments are challenging but rewarding.!,8,45
Student1774,F,85,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",6,26
Student1775,M,81,I would like more resources for self-study in Data Science.!,14,68
Student1776,F,97,I am enjoying learning about Data Science and its applications.:,1,2
Student1777,F,76,The instructor explanations in Data Science lectures are clear and easy to understand.?,5,20
Student1778,M,82,"The instructor explanations in Data Science lectures are clear and easy to understand.,",9,40
Student1779,M,70,I find the practical exercises in Data Science very helpful.:,3,12
Student1780,F,88,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ;,5,21
Student1781,F,82,The Data Science lab sessions provide valuable hands-on experience.:,6,26
Student1782,F,70,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",5,29
Student1783,M,71,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,4,19
Student1784,M,70,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,2,9
Student1785,F,81,The Data Science assignments are challenging but rewarding.!,5,26
Student1786,M,94,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",10,49
Student1787,M,92,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",1,2
Student1788,F,94,I find the practical exercises in Data Science very helpful.:,1,9
Student1789,M,100,Too much theory!,8,40
Student1790,F,93,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,13,62
Student1791,F,79,Enjoyed the lectures:,4,22
Student1792,M,71,I wish there were more interactive sessions in the Data Science course.;,1,5
Student1793,M,70,I would like more resources for self-study in Data Science.:,2,11
Student1794,F,74,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",5,22
Student1795,F,92,I find the Data Science course material engaging and relevant.?,7,40
Student1796,M,71,The Data Science lab sessions provide valuable hands-on experience.?,13,66
Student1797,F,73,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",12,63
Student1798,F,92,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",5,27
Student1799,M,98,I appreciate the guest lectures by industry professionals in the Data Science course.:,11,60
Student1800,M,83,The instructor explanations in Data Science lectures are clear and easy to understand.?,10,46
Student1801,F,78,The Data Science assignments are challenging but rewarding.:,15,79
Student1802,F,75,I appreciate the guest lectures by industry professionals in the Data Science course.?,6,34
Student1803,F,92,I find the practical exercises in Data Science very helpful.!,7,31
Student1804,F,93,"Needs more practical sessions,",3,16
Student1805,F,81,"Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.,",11,59
Student1806,M,81,I would like more resources for self-study in Data Science.:,10,48
Student1807,F,93,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,5,28
Student1808,F,98,I find the practical exercises in Data Science very helpful.:,8,40
Student1809,F,78,Interesting topics:,13,68
Student1810,F,97,The instructor explanations in Data Science lectures are clear and easy to understand.?,11,60
Student1811,M,99,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",6,27
Student1812,F,84,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",2,10
Student1813,F,99,"The instructor explanations in Data Science lectures are clear and easy to understand.,",9,45
Student1814,F,79,I find the practical exercises in Data Science very helpful.!,2,12
Student1815,F,71,I find the practical exercises in Data Science very helpful.!,6,31
Student1816,M,98,Enjoyed the lectures!,11,52
Student1817,M,100,I am enjoying learning about Data Science and its applications.?,2,5
Student1818,F,100,The Data Science lab sessions provide valuable hands-on experience.!,10,46
Student1819,M,92,The Data Science lab sessions provide valuable hands-on experience.;,7,40
Student1820,F,87,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,1,9
Student1821,M,76,"Needs more practical sessions,",4,16
Student1822,M,96,The Data Science lab sessions provide valuable hands-on experience.;,12,55
Student1823,M,78,The Data Science course content is comprehensive and well-structured.?,8,38
Student1824,M,89,The Data Science course content is comprehensive and well-structured.:,9,45
Student1825,F,97,"I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ,",10,48
Student1826,M,90,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",3,13
Student1827,M,90,I wish there were more interactive sessions in the Data Science course.:,9,50
Student1828,M,97,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further!,12,63
Student1829,M,87,"I wish there were more interactive sessions in the Data Science course.,",14,66
Student1830,F,98,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ?",8,35
Student1831,F,72,The Data Science assignments are challenging but rewarding.;,4,21
Student1832,F,82,The Data Science assignments are challenging but rewarding.?,1,4
Student1833,F,79,Great course!;,10,49
Student1834,F,86,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",5,21
Student1835,M,72,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",11,55
Student1836,F,90,The Data Science assignments are challenging but rewarding.!,7,34
Student1837,M,78,I find the practical exercises in Data Science very helpful.?,5,24
Student1838,M,86,The instructor explanations in Data Science lectures are clear and easy to understand.?,11,55
Student1839,M,85,I am enjoying learning about Data Science and its applications.?,5,21
Student1840,F,75,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",5,24
Student1841,M,97,The Data Science course content is comprehensive and well-structured.;,3,20
Student1842,M,87,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ?,6,25
Student1843,M,97,I wish there were more interactive sessions in the Data Science course.:,11,57
Student1844,M,75,"I am enjoying learning about Data Science and its applications.,",4,15
Student1845,F,95,Enjoyed the lectures;,10,51
Student1846,M,75,I am enjoying learning about Data Science and its applications.;,2,10
Student1847,M,86,"Interesting topics,",4,22
Student1848,F,90,"I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ,",6,29
Student1849,F,79,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",13,70
Student1850,F,71,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",6,30
Student1851,M,70,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",14,68
Student1852,M,80,I find the Data Science course material engaging and relevant.?,11,59
Student1853,M,94,The Data Science assignments are challenging but rewarding.:,9,49
Student1854,F,75,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",8,35
Student1855,F,70,I am enjoying learning about Data Science and its applications.!,5,30
Student1856,M,85,Enjoyed the lectures?,10,51
Student1857,F,95,The Data Science assignments are challenging but rewarding.:,3,11
Student1858,F,78,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",4,15
Student1859,F,81,Great course!:,14,65
Student1860,F,78,I find the Data Science course material engaging and relevant.;,5,20
Student1861,M,82,I am enjoying learning about Data Science and its applications.!,15,71
Student1862,M,76,I am enjoying learning about Data Science and its applications.;,1,0
Student1863,M,94,The Data Science assignments are challenging but rewarding.!,13,63
Student1864,M,70,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ;,12,64
Student1865,M,100,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",9,49
Student1866,F,98,Interesting topics!,13,70
Student1867,M,72,Interesting topics!,4,21
Student1868,M,93,"I find the Data Science course material engaging and relevant.,",8,44
Student1869,F,72,Interesting topics;,5,22
Student1870,F,93,"The Data Science course content is comprehensive and well-structured.,",15,78
Student1871,F,88,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.;,11,51
Student1872,F,73,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,5,21
Student1873,F,98,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,14,71
Student1874,F,97,"I would like more resources for self-study in Data Science.,",12,63
Student1875,F,81,The Data Science course content is comprehensive and well-structured.:,2,10
Student1876,F,99,"very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ,",8,45
Student1877,M,73,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,12,55
Student1878,F,90,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,13,65
Student1879,F,79,"very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ,",11,53
Student1880,M,95,I appreciate the guest lectures by industry professionals in the Data Science course.!,10,49
Student1881,M,96,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. :,15,73
Student1882,M,73,"I appreciate the guest lectures by industry professionals in the Data Science course.,",7,32
Student1883,F,92,The instructor explanations in Data Science lectures are clear and easy to understand.!,14,66
Student1884,M,80,The Data Science course content is comprehensive and well-structured.;,12,56
Student1885,M,73,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.,",2,14
Student1886,F,80,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",11,60
Student1887,M,86,"Interesting topics,",6,28
Student1888,M,90,The instructor explanations in Data Science lectures are clear and easy to understand.?,9,42
